wo,coord_focal,cliente,plataforma,proposta_comercial,id_ticket_req,po_contrato,draft_codigo,data_draft,doc,num_doc,data_doc,escopo,faturado_por,exterior_com_iss,vl_bruto,cofins_3,csll_1,inss_11,irpj_15,pis_065,iss_retido,total_retido,vl_liquido,cofins_76,csll_288,icms_20,irpj_48,pis_165,iss_pagar,total_a_pagar,vencimento,status,data_envio_cliente,obs,data_pgto,data_inicio,data_fim,focal,prev_fat,prev_pag
2871,AJ,Foresea,ODN I,QT- 3789 Rev.1,,PO 1352201,4459,2025-01-23,NFSe,867,2025-02-06,SERVIÇO,Macae,0,81851.56,2455.55,818.52,,1227.77,532.04,,5033.87,76817.69,3765.17,1538.81,,2701.10,818.52,4092.58,12916.18,2025-03-08,PAGO,2025-02-04,Previa ok,2025-03-14,2025-01-19,2025-02-02,VC,2025-02-06,2026-05-04
2871,AJ,Foresea,ODN I,QT- 3789 Rev.1,,PO 1352201,4459,2025-01-23,FAT. LOC.,551,2025-02-06,LOCAÇÃO,Macae,0,10780.56,,,,,,,,10780.56,819.32,310.48,,517.47,177.88,,1825.15,2025-03-08,PAGO,2025-02-04,Previa ok,2025-03-14,2025-01-19,2025-02-02,VC,2025-02-06,2026-05-04
3271,MS,Etesco,Arabia,QT-4609 Rev.0,,ARAB1-1251,4481,2025-02-05,NFSe,890,2025-02-18,SERVIÇO,Macae,0,137827.03,4134.81,1378.27,15160.97,2067.41,895.88,,23637.34,114189.69,6340.04,2591.15,,4548.29,1378.27,6891.35,21749.11,2025-03-20,PAGO,2025-02-13,,2025-03-20,2025-01-19,2025-02-07,VC,2025-02-18,2026-04-06
3271,MS,Etesco,Arabia,QT-4609 Rev.0,,ARAB1-1251,4481,2025-02-05,FAT. LOC.,566,2025-02-18,LOCAÇÃO,Macae,0,5280.00,,,,,,,,5280.00,401.28,152.06,,253.44,87.12,,893.90,2025-03-20,PAGO,2025-02-13,,2025-03-20,2025-01-19,2025-02-07,VC,2025-02-18,2026-04-06
3006,AJ,Foresea,Norbe VI,QT-4014 Rev3,,PO1357578,4453,2025-01-21,NFSe,998,2025-05-02,SERVIÇO,Macae,0,151698.22,4550.95,1516.98,,2275.47,986.04,,9329.44,142368.78,6978.12,2851.93,,5006.04,1516.98,7584.91,23937.98,2025-06-01,PAGO,2025-04-28,cobrança de stb do time que nao embarcou,2025-06-04,2025-01-20,2025-01-29,VC,2025-05-02,2026-05-04
3006,AJ,Foresea,Norbe VI,QT-4014 Rev3,,PO1357578,4453,2025-01-21,FAT. LOC.,649,2025-05-02,LOCAÇÃO,Macae,0,43564.05,,,,,,,,43564.05,3310.87,1254.64,,2091.07,718.81,,7375.39,2025-06-01,PAGO,2025-04-28,cobrança de stb do time que nao embarcou,2025-06-04,2025-01-20,2025-01-29,VC,2025-05-02,2026-05-04
3201,MS,Siem,SH1,QT-4423 Rev.0,,FBG765/25-8061,4504,2025-02-05,NFSe(ex),3795,2025-02-26,SERVIÇO,Rio,0,51806.94,,,,,,,,51806.94,3937.33,1492.04,,2486.73,854.81,,8770.91,2025-03-23,PAGO,2025-02-12,INV 218,2025-03-25,2025-01-20,2025-01-25,VC,2025-02-26,2026-04-06
3219,AJ,Foresea,Norbe IX,QT-4514 Rev.0,,,4458,2025-01-23,NFSe,,,SERVIÇO,,0,3992.76,119.78,39.93,,59.89,25.95,,245.55,3747.21,183.67,75.06,,131.76,39.93,199.64,630.06,,Free Of Charge,,cliente nao concordou com a cobrança,,2025-01-20,2025-01-20,VC,,
3219,AJ,Foresea,Norbe IX,QT-4514 Rev.0,,,4458,2025-01-23,FAT. LOC.,,,LOCAÇÃO,,0,427.80,,,,,,,,427.80,32.51,12.32,,20.53,7.06,,72.43,,Free Of Charge,,cliente nao concordou com a cobrança,,2025-01-20,2025-01-20,VC,,
3276,GR,Transocean,KG2,QT-4625 Rev.0,,PO 18700007742,4468,2025-01-27,NFSe,917,2025-03-01,SERVIÇO,Macaé,0,65456.29,1963.69,654.56,,981.84,425.47,1309.13,5334.69,60121.60,3010.99,1230.58,,2160.06,654.56,1963.69,9019.88,2025-03-31,PAGO,2025-02-12,,2025-03-28,2025-01-22,2025-01-27,DT,2025-03-03,2026-04-06
3276,GR,Transocean,KG2,QT-4625 Rev.0,,PO 18700007742,4468,2025-01-27,FAT. LOC.,581,2025-03-01,LOCAÇÃO,Macaé,0,3725.05,,,,,,,,3725.05,283.10,107.28,,178.80,61.46,,630.65,2025-03-31,PAGO,2025-02-12,"Desmobilização de Material, aguardando custo log",2025-03-28,2025-01-22,2025-01-27,DT,2025-03-03,2026-04-06
3268,AS,Constellation,Alpha Star,QT-4597 Rev.0,,PO 14423730,4471,2025-01-28,NFSe,893,2025-02-19,SERVIÇO,Macae,0,17408.00,522.24,174.08,,261.12,113.15,,1070.59,16337.41,800.77,327.27,,574.46,174.08,870.40,2746.98,2025-03-21,PAGO,2025-02-07,previa ok,2025-03-26,2025-01-22,2025-02-05,DT,2025-02-19,2026-04-20
3268,AS,Constellation,Alpha Star,QT-4597 Rev.0,,PO 14423730,4471,2025-01-28,FAT. LOC.,568,2025-02-19,LOCAÇÃO,Macae,0,58368.00,,,,,,,,58368.00,4435.97,1681.00,,2801.66,963.07,,9881.70,2025-03-21,PAGO,2025-02-07,previa ok,2025-04-11,2025-01-22,2025-02-05,DT,2025-02-19,2026-04-20
3266,MS,Modec,MV 32,QT-4601 Rev.0,,4500244885/#SE1000210025,4523,2025-02-19,NFSe,968,2025-04-09,SERVIÇO,Macae,0,38980.06,1169.40,389.80,,584.70,253.37,,2397.27,36582.79,1793.08,732.83,,1286.34,389.80,1949.00,6151.05,2025-05-09,PAGO,2025-03-13,,2025-05-09,2025-01-22,2025-02-01,PN,2025-04-09,2026-04-20
3266,MS,Modec,MV 32,QT-4601 Rev.0,,4500244885/#SE1000210028,4523,2025-02-19,FAT. LOC.,624,2025-04-09,LOCAÇÃO,Macae,0,4455.00,,,,,,,,4455.00,338.58,128.30,,213.84,73.51,,754.23,2025-05-09,PAGO,2025-03-13,,2025-05-09,2025-01-22,2025-02-01,PN,2025-04-09,2026-04-20
3150,MS,Etesco,Takatsugu J,QT-4352 Rev0,,EVIII-37346,4463,2025-01-27,NFSe,882,2025-02-14,SERVIÇO,Macaé,0,100992.00,3029.76,1009.92,11109.12,1514.88,656.45,2019.84,19339.97,81652.03,4645.63,1898.65,,3332.74,1009.92,3029.76,13916.70,2025-03-16,PAGO,2025-02-07,Aguardando resposta do cliente referente a nova data de embarque,2025-03-27,2025-01-23,2025-02-06,VC,2025-02-14,2026-04-06
3150,MS,Etesco,Takatsugu J,QT-4352 Rev0,,EVIII-37346,4463,2025-01-27,FAT. LOC.,561,2025-02-14,LOCAÇÃO,Macaé,0,24660.00,,,,,,,,24660.00,1874.16,710.21,,1183.68,406.89,,4174.94,2025-03-16,PAGO,2025-02-07,Aguardando resposta do cliente referente a nova data de embarque,2025-03-27,2025-01-23,2025-02-06,VC,2025-02-14,2026-04-06
3277,#N/A,Helix,Q 7000,QT-4620 Rev.0,,PO 711910,4486,,NFSe,914,2025-03-01,SERVIÇO,Macae,0,428406.43,12852.19,4284.06,,6426.10,2784.64,,26347.00,402059.43,19706.70,8054.04,,14137.41,4284.06,21420.32,67602.53,2025-04-15,PAGO,2025-02-13,,2025-04-09,2025-01-23,2025-02-07,,,
3277,#N/A,Helix,Q 7000,QT-4620 Rev.0,,PO 711910,4486,,FAT. LOC.,579,2025-03-01,LOCAÇÃO,Macae,0,160127.82,,,,,,,,160127.82,12169.71,4611.68,,7686.14,2642.11,,27109.64,2025-04-15,PAGO,2025-02-13,,2025-04-09,2025-01-23,2025-02-07,,,
3284,AJ,Foresea,Norbe IX,QT-4637 Rev.1,,PO1360678,4489,2025-02-07,FAT. LOC.,696,2025-06-13,LOCAÇÃO,Macae,0,367046.90,,,,,,,,367046.90,27895.56,10570.95,,17618.25,6056.27,,62141.04,2025-07-13,PAGO,2025-06-10,Intransit de Material,2025-07-15,2025-01-24,2025-05-13,VC,2025-06-13,2026-05-04
3269,MS,Constellation,Alpha Star,QT 4606 Rev.1,,SPC000018847,4517,2025-02-17,FAT. LOC.,724,2025-07-09,LOCAÇÃO,Macae,0,369840.00,,,,,,,,369840.00,28107.84,10651.39,,17752.32,6102.36,,62613.91,2025-08-23,PAGO,2025-06-09,Intransit de Material,2025-08-05,2025-01-24,2025-06-06,VC,2025-07-09,2026-04-20
3281,GR,Transocean,P10.000,QT-4633 Rev.0,,PO 18900009226,4507,,NFSe,929,2025-03-10,SERVIÇO,Macaé,0,114445.45,3433.36,1144.45,,1716.68,743.90,2288.91,9327.30,105118.15,5264.49,2151.57,,3776.70,1144.45,3433.36,15770.58,2025-04-09,PAGO,2025-02-24,,2025-04-11,2025-01-24,2025-02-19,DT,2025-03-10,2026-04-06
3281,GR,Transocean,P10.000,QT-4633 Rev.0,,PO 18900009226,4507,,FAT. LOC.,592,2025-03-10,LOCAÇÃO,Macaé,0,11510.10,,,,,,,,11510.10,874.77,331.49,,552.48,189.92,,1948.66,2025-04-09,PAGO,2025-02-24,,2025-04-11,2025-01-24,2025-02-19,DT,2025-03-10,2026-04-06
3279,GR,Transocean,Orion,QT-4576 Rev.0,,PO 20100002901,4495,2025-02-10,NFSe,878,2025-02-13,SERVIÇO,Macaé,0,32658.14,979.74,326.58,,489.87,212.28,653.16,2661.64,29996.50,1502.27,613.97,,1077.72,326.58,979.74,4500.29,2025-03-15,PAGO,2025-02-11,,2025-03-07,2025-01-25,2025-02-07,DT,2025-02-13,2026-04-06
3279,GR,Transocean,Orion,QT-4576 Rev.0,,PO 20100002901,4495,2025-02-10,FAT. LOC.,559,2025-02-13,LOCAÇÃO,Macaé,0,1193.64,,,,,,,,1193.64,90.72,34.38,,57.29,19.70,,202.08,2025-03-15,PAGO,2025-02-11,,2025-03-07,2025-01-25,2025-02-07,DT,2025-02-13,2026-04-06
3264,AS,Constellation,Alpha Star,QT 4604 Rev.0,,SPC000018849,4516,2025-02-17,FAT. LOC.,723,2025-07-09,LOCAÇÃO,Macae,0,212028.00,,,,,,,,212028.00,16114.13,6106.41,,10177.34,3498.46,,35896.34,2025-08-23,PAGO,2025-06-09,Intransit de Material,2025-08-18,2025-01-25,2025-06-06,DT,2025-07-09,2026-04-20
3278,GR,Transocean,Orion,QT-4618 Rev.0,,PO 20100002902_1,4484,,NFSe,894,2025-02-19,SERVIÇO,Macaé,0,56388.20,1691.65,563.88,,845.82,366.52,1127.76,4595.64,51792.56,2593.86,1060.10,,1860.81,563.88,1691.65,7770.29,2025-03-21,PAGO,2025-02-12,Aguard conf coord e custos log,2025-03-14,2025-01-25,2025-02-09,DT,2025-02-19,2026-04-06
3278,GR,Transocean,Orion,QT-4618 Rev.0,,PO 20100002902_1,4484,,FAT. LOC.,569,2025-02-19,LOCAÇÃO,Macaé,0,5968.20,,,,,,,,5968.20,453.58,171.88,,286.47,98.48,,1010.42,2025-03-21,PAGO,2025-02-12,Aguard conf coord e custos log,2025-03-14,2025-01-25,2025-02-09,DT,2025-02-19,2026-04-06
3201,MS,Siem,SH1,QT-4423 Rev.0,,FBG765/25-8062,4505,2025-02-05,NFSe(ex),3796,2025-02-26,SERVIÇO,Rio,0,17268.98,,,,,,,,17268.98,1312.44,497.35,,828.91,284.94,,2923.64,2025-03-23,PAGO,2025-02-12,INV 219,2025-03-25,2025-01-26,2025-01-27,VC,2025-02-26,2026-04-06
3294,MS,Etesco,Takatsugu J,QT-3701 Rev3,,,4496,2025-02-11,NFSe,877,2025-02-13,SERVIÇO,Macaé,0,48583.62,1457.51,485.84,5344.20,728.75,315.79,971.67,9303.76,39279.86,2234.85,913.37,,1603.26,485.84,1457.51,6694.82,2025-03-15,PAGO,2025-02-12,,2025-03-27,2025-01-26,2025-02-09,VC,2025-02-13,2026-04-06
3294,MS,Etesco,Takatsugu J,QT-3701 Rev3,,,4496,2025-02-11,FAT. LOC.,558,2025-02-13,LOCAÇÃO,Macaé,0,35657.60,,,,,,,,35657.60,2709.98,1026.94,,1711.56,588.35,,6036.83,2025-03-15,PAGO,2025-02-12,,2025-03-27,2025-01-26,2025-02-09,VC,2025-02-13,2026-04-06
3031,AJ,Foresea,ODN I,QT-4120 Rev1,,PO 1353642,4526,2025-02-19,NFSe,912,2025-03-01,SERVIÇO,Macae,0,2138.98,64.17,21.39,,32.08,13.90,,131.55,2007.43,98.39,40.21,,70.59,21.39,106.95,337.53,2025-03-31,PAGO,2025-02-21,,2025-04-07,2025-01-26,2025-01-28,VC,2025-03-03,2026-05-04
3291,AS,Constellation,Brava Star,QT- 3380 Rev.2,,PO 14424302,4466,2025-01-27,NFSe,876,2025-02-12,SERVIÇO,Macae,0,81985.20,2459.56,819.85,,1229.78,532.90,,5042.09,76943.11,3771.32,1541.32,,2705.51,819.85,4099.26,12937.26,2025-03-29,PAGO,2025-02-10,previa ok,2025-03-27,2025-01-27,2025-02-10,DT,2025-02-12,2026-04-20
3243,VR,Archerwell,Peregrino A,QT-4612 Rev.0,PR 017,PO 4504493156,4490,2025-02-07,NFSe,1055,2025-05-30,SERVIÇO,Macae,0,789425.69,23682.77,7894.26,,11841.39,5131.27,,48549.68,740876.01,36313.58,14841.20,,26051.05,7894.26,39471.28,124571.37,2025-06-29,PAGO,2025-04-08,aguard desmob materiais,2025-07-02,2025-01-27,2025-03-26,DT,2025-05-30,2026-04-06
3243,VR,Archerwell,Peregrino A,QT-4612 Rev.0,PR 018,PO 4504493156,4490,2025-02-07,FAT. LOC.,680,2025-05-30,LOCAÇÃO,Macae,0,260131.59,,,,,,,,260131.59,19770.00,7491.79,,12486.32,4292.17,,44040.28,2025-06-29,PAGO,2025-04-08,aguard desmob materiais,2025-06-30,2025-01-27,2025-03-26,DT,2025-05-30,2026-04-06
3031,AJ,Foresea,ODN I,QT-4120 Rev1,,PO 1353411,4464,2025-01-27,NFSe,898,2025-02-20,SERVIÇO,Macae,0,25667.76,770.03,256.68,,385.02,166.84,,1578.57,24089.19,1180.72,482.55,,847.04,256.68,1283.39,4050.37,2025-03-22,PAGO,2025-02-19,,2025-03-27,2025-01-28,2025-02-09,VC,2025-02-20,2026-05-04
3031,AJ,Foresea,ODN I,QT-4120 Rev1,,PO 1353411,4464,2025-01-27,FAT. LOC.,572,2025-02-20,LOCAÇÃO,Macae,0,1026.72,,,,,,,,1026.72,78.03,29.57,,49.28,16.94,,173.82,2025-03-22,PAGO,2025-02-19,,2025-03-27,2025-01-28,2025-02-09,VC,2025-02-20,2026-05-04
3285,,Haleon,Base,QT-4626 Rev.0,,PO 6601214649,4480,2025-02-03,NFSe,875,2025-02-11,SERVIÇO,Macae,0,12590.00,377.70,125.90,,188.85,81.83,,774.29,11815.72,579.14,236.69,,415.47,125.90,629.50,1986.70,2025-04-12,PAGO,2025-02-05,,2025-05-02,2025-01-28,2025-01-29,,,
3285,,Haleon,Base,QT-4626 Rev.0,,PO 6601214649,4480,2025-02-03,FAT. LOC.,557,2025-02-11,LOCAÇÃO,Macae,0,10060.00,,,,,,,,10060.00,764.56,289.73,,482.88,165.99,,1703.16,2025-04-12,PAGO,2025-02-05,,2025-05-02,2025-01-28,2025-01-29,,,
3224,AS,Ventura,Victoria,QT-4531 Rev.0,,23003033,4483,2025-02-05,NFSe,3785,2025-02-17,SERVIÇO,Rio,0,34732.00,1041.96,347.32,,520.98,225.76,,2136.02,32595.98,1597.67,652.96,,1146.16,347.32,1736.60,5480.71,2025-03-19,PAGO,2025-02-13,previa ok,2025-03-19,2025-01-28,2025-02-11,DT,2025-02-17,2026-04-06
3224,AS,Ventura,Victoria,QT-4531 Rev.0,,23003033,4483,2025-02-05,FAT. LOC.,2458,2025-02-17,LOCAÇÃO,Rio,0,22500.00,,,,,,,,22500.00,1710.00,648.00,,1080.00,371.25,,3809.25,2025-03-19,PAGO,2025-02-13,previa ok,2025-03-19,2025-01-28,2025-02-11,DT,2025-02-17,2026-04-06
3201,MS,Siem,SH1,QT-4423 Rev.0,,FBG765/25-8063,4506,2025-02-05,NFSe(ex),3797,2025-02-26,SERVIÇO,Rio,0,17268.98,,,,,,,,17268.98,1312.44,497.35,,828.91,284.94,,2923.64,2025-03-23,PAGO,2025-02-12,INV 220,2025-03-25,2025-01-28,2025-01-29,VC,2025-02-26,2026-04-06
3262,MS,Etesco,Arabia,QT-4591 Rev.0,,ARAB1-1225,4509,2025-02-17,NFSe,899,2025-02-24,SERVIÇO,Macae,0,140697.62,4220.93,1406.98,15476.74,2110.46,914.53,,24129.64,116567.98,6472.09,2645.12,,4643.02,1406.98,7034.88,22202.08,2025-03-26,PAGO,2025-02-20,,2025-03-26,2025-01-28,2025-02-12,VC,2025-02-24,2026-04-06
3283,VR,Oceaneering,P10.000,QT-4632 Rev.1,,PO BUMBL-55950/ BUMBL-56707,4529,2025-02-20,NFSe,949,2025-03-20,SERVIÇO,Macaé,0,11506.12,345.18,115.06,,172.59,74.79,230.12,937.75,10568.37,529.28,216.32,,379.70,115.06,345.18,1585.54,2025-05-04,PAGO,2025-02-20,,2025-04-28,2025-01-28,2025-02-03,DT,2025-03-20,2026-04-06
3283,VR,Oceaneering,P10.000,QT-4632 Rev.1,,PO BUMBL-55950/ BUMBL-56707,4529,2025-02-20,FAT. LOC.,612,2025-03-20,LOCAÇÃO,Macaé,0,5753.07,,,,,,,,5753.07,437.23,165.69,,276.15,94.93,,973.99,2025-05-04,PAGO,2025-02-20,,2025-04-28,2025-01-28,2025-02-03,DT,2025-03-20,2026-04-06
3274,#N/A,Helix,Q 7000,QT-4445 Rev.0,,PO 711871,4515,2025-02-17,NFSe,943,2025-03-14,SERVIÇO,Macae,0,125941.45,3778.24,1259.41,,1889.12,818.62,,7745.40,118196.05,5793.31,2367.70,,4156.07,1259.41,6297.07,19873.56,2025-04-28,PAGO,2025-02-21,,2025-04-24,2025-01-31,2025-02-15,,,
3274,#N/A,Helix,Q 7000,QT-4445 Rev.0,,PO 711871,4515,2025-02-17,FAT. LOC.,604,2025-03-14,LOCAÇÃO,Macae,0,80381.60,,,,,,,,80381.60,6109.00,2314.99,,3858.32,1326.30,,13608.60,2025-04-28,PAGO,2025-02-21,,2025-04-24,2025-01-31,2025-02-15,,,
3327,#N/A,Subsea7,Carolina,QT-4611 Rev.0,,PO 4300358154,4525,2025-02-19,NFSe,3788,2025-02-19,SERVIÇO,Rio,0,11693.08,350.79,116.93,,175.40,76.01,,719.12,10973.96,537.88,219.83,,385.87,116.93,584.65,1845.17,2025-04-05,PAGO,2025-02-19,serviço realizado pelo time fixo da WO 3299,2025-04-04,2025-01-31,2025-02-01,VC,,
3327,#N/A,Subsea7,Carolina,QT-4611 Rev.0,,PO 4300358154,4525,2025-02-19,FAT. LOC.,2459,2025-02-19,LOCAÇÃO,Rio,0,2400.00,,,,,,,,2400.00,182.40,69.12,,115.20,39.60,,406.32,2025-04-05,PAGO,2025-02-19,serviço realizado pelo time fixo da WO 3299,2025-04-04,2025-01-31,2025-02-01,VC,,
3302,GR,Transocean,P10.000,,,PO 18900009191,4449,2025-01-21,FAT. LOC.,549,2025-02-06,LOCAÇÃO,Macaé,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-03-08,PAGO,2025-02-03,,2025-03-14,2025-02-01,2025-01-31,DT,2025-02-06,2026-04-06
3109,AS,Ventura,Carolina,QT -4278 Rev.0,,PO 24001961,4511,2025-02-17,FAT. LOC.,613,2025-03-25,LOCAÇÃO,Macae,0,17720.00,,,,,,,,17720.00,1346.72,510.34,,850.56,292.38,,3000.00,2025-04-24,PAGO,2025-03-21,previa ok,2025-04-24,2025-02-01,2025-02-07,VC,2025-03-25,2026-04-06
3109,AS,Ventura,Carolina,QT -4278 Rev.0,,PO 24001961,4511,2025-02-17,NFSe,978,2025-04-14,SERVIÇO,Macaé,0,91260.00,2737.80,912.60,,1368.90,593.19,1825.20,7437.69,83822.31,4197.96,1715.69,,3011.58,912.60,2737.80,12575.63,2025-05-14,PAGO,2025-03-21,previa ok,2025-05-14,2025-02-01,2025-02-07,VC,2025-04-14,2026-04-06
3319,AS,Ventura,Carolina,QT-4653 Rev.1,#1308,PO 25000471,4512,2025-02-17,NFSe,901,2025-02-25,SERVIÇO,Macaé,0,89504.00,2685.12,895.04,,1342.56,581.78,1790.08,7294.58,82209.42,4117.18,1682.68,,2953.63,895.04,2685.12,12333.65,2025-04-26,PAGO,2025-02-19,previa ok,2025-04-28,2025-02-01,2025-02-16,VC,2025-02-25,2026-04-06
3319,AS,Ventura,Carolina,QT-4653 Rev.1,#1310,PO 25000471,4512,2025-02-17,FAT. LOC.,574,2025-02-25,LOCAÇÃO,Macaé,0,4900.00,,,,,,,,4900.00,372.40,141.12,,235.20,80.85,,829.57,2025-04-26,PAGO,2025-02-19,previa ok,2025-04-28,2025-02-01,2025-02-16,VC,2025-02-25,2026-04-06
3308,MS,Etesco,Arabia I,QT-4654 Rev.0,,ARA1-1350,4514,2025-02-17,NFSe,900,2025-02-24,SERVIÇO,Macae,0,244235.34,7327.06,2442.35,26865.89,3663.53,1587.53,,41886.36,202348.98,11234.83,4591.62,,8059.77,2442.35,12211.77,38540.34,2025-03-26,PAGO,2025-02-18,,2025-03-26,2025-02-01,2025-02-15,RS,2025-02-24,2026-04-06
3308,MS,Etesco,Arabia I,QT-4654 Rev.0,,ARA1-1350,4514,2025-02-17,FAT. LOC.,573,2025-02-24,LOCAÇÃO,Macae,0,27900.00,,,,,,,,27900.00,2120.40,803.52,,1339.20,460.35,,4723.47,2025-03-26,PAGO,2025-02-18,,2025-03-26,2025-02-01,2025-02-15,RS,2025-02-24,2026-04-06
3266,MS,Modec,MV 32,QT-4601 Rev.0,,4500244885/#SE1000210064,4524,2025-02-19,NFSe,969,2025-04-09,SERVIÇO,Macae,0,72220.59,2166.62,722.21,,1083.31,469.43,,4441.57,67779.02,3322.15,1357.75,,2383.28,722.21,3611.03,11396.41,2025-05-09,PAGO,2025-03-13,,2025-05-09,2025-02-01,2025-02-14,PN,2025-04-09,2026-04-20
3266,MS,Modec,MV 32,QT-4601 Rev.0,,4500244885/#SE1000210067,4524,2025-02-19,FAT. LOC.,625,2025-04-09,LOCAÇÃO,Macae,0,3850.00,,,,,,,,3850.00,292.60,110.88,,184.80,63.53,,651.80,2025-05-09,PAGO,2025-03-13,,2025-05-09,2025-02-01,2025-02-14,PN,2025-04-09,2026-04-20
3289,AS,Constellation,Laguna Star,QT- 3380 Rev.2,,PO 14425183,4497,2025-03-01,NFSe,935,2025-03-12,SERVIÇO,Macae,0,164658.92,4939.77,1646.59,,2469.88,1070.28,,10126.52,154532.40,7574.31,3095.59,,5433.74,1646.59,8232.95,25983.18,2025-04-26,PAGO,2025-03-03,previa ok,2025-04-15,2025-02-01,2025-02-28,DT,2025-03-12,2026-04-20
3290,AS,Constellation,Amaralina Star,QT- 3380 Rev.2,,PO 14425304/14427164,4498,2025-03-01,NFSe,936,2025-03-12,SERVIÇO,Macae,0,160740.37,4822.21,1607.40,,2411.11,1044.81,,9885.53,150854.84,7394.06,3021.92,,5304.43,1607.40,8037.02,25364.83,2025-04-26,PAGO,2025-03-03,previa ok,2025-04-15,2025-02-01,2025-02-28,DT,2025-03-12,2026-04-20
3299,AS,Ventura,Carolina,QT- 3610 Rev.1,,PO 23003051,4500,2025-03-01,NFSe,3801,2025-03-10,SERVIÇO,Rio,0,162720.00,4881.60,1627.20,,2440.80,1057.68,,10007.28,152712.72,7485.12,3059.14,,5369.76,1627.20,8136.00,25677.22,2025-04-09,PAGO,2025-03-01,previa ok,2025-04-09,2025-02-01,2025-02-28,DT,2025-03-10,2026-04-06
3295,AJ,Foresea,Norbe VI,,,PO  1350031,4501,2025-03-01,NFSe,925,2025-03-07,SERVIÇO,Macae,0,165414.66,4962.44,1654.15,,2481.22,1075.20,,10173.00,155241.66,7609.07,3109.80,,5458.68,1654.15,8270.73,26102.43,2025-04-06,PAGO,2025-03-06,,2025-04-07,2025-02-01,2025-02-28,VC,2025-03-07,2026-05-04
3296,AJ,Foresea,Norbe IX,,,1349675,4502,2025-03-01,NFSe,953,2025-04-01,SERVIÇO,Macae,0,165414.66,4962.44,1654.15,,2481.22,1075.20,,10173.00,155241.66,7609.07,3109.80,,5458.68,1654.15,8270.73,26102.43,2025-05-01,PAGO,2025-03-06,previa ok,2025-05-06,2025-02-01,2025-02-28,VC,2025-04-01,2026-05-04
3297,AJ,Foresea,ODN I,,,PO 1351143,4503,2025-03-01,NFSe,941,2025-03-14,SERVIÇO,Macae,0,165414.66,4962.44,1654.15,,2481.22,1075.20,,10173.00,155241.66,7609.07,3109.80,,5458.68,1654.15,8270.73,26102.43,2025-04-13,PAGO,2025-03-13,,2025-04-14,2025-02-01,2025-02-28,VC,2025-03-14,2026-05-04
3303,GR,Transocean,KG2,,,18700007970,4546,2025-03-01,NFSe,930,2025-03-10,SERVIÇO,Macaé,0,166159.80,4984.79,1661.60,,2492.40,1080.04,3323.20,13542.02,152617.78,7643.35,3123.80,,5483.27,1661.60,4984.79,22896.82,2025-04-09,PAGO,2025-03-01,,2025-04-11,2025-02-01,2025-02-28,DT,2025-03-10,2026-04-06
3303,GR,Transocean,KG2,,,18700007970,4546,2025-03-01,FAT. LOC.,593,2025-03-10,LOCAÇÃO,Macaé,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-04-09,PAGO,2025-03-01,,2025-04-11,2025-02-01,2025-02-28,DT,2025-03-10,2026-04-06
3305,GR,Transocean,Aquila,,,PO22700002797,4547,2025-03-03,NFSe,920,2025-03-07,SERVIÇO,Macaé,0,166159.80,4984.79,1661.60,,2492.40,1080.04,3323.20,13542.02,152617.78,7643.35,3123.80,,5483.27,1661.60,4984.79,22896.82,2025-04-06,PAGO,2025-03-03,,2025-04-11,2025-02-01,2025-02-28,DT,2025-03-07,2026-04-06
3305,GR,Transocean,Aquila,,,PO22700002797,4547,2025-03-03,FAT. LOC.,584,2025-03-07,LOCAÇÃO,Macaé,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-04-06,PAGO,2025-03-03,,2025-04-11,2025-02-01,2025-02-28,DT,2025-03-07,2026-04-06
3302,GR,Transocean,P10.000,,,PO 18900009191,4548,2025-03-03,NFSe,921,2025-03-07,SERVIÇO,Macaé,0,166159.80,4984.79,1661.60,,2492.40,1080.04,3323.20,13542.02,152617.78,7643.35,3123.80,,5483.27,1661.60,4984.79,22896.82,2025-04-06,PAGO,2025-03-03,,2025-03-28,2025-02-01,2025-02-28,DT,2025-03-07,2026-04-06
3302,GR,Transocean,P10.000,,,PO 18900009191,4548,2025-03-03,FAT. LOC.,585,2025-03-07,LOCAÇÃO,Macaé,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-04-06,PAGO,2025-03-03,,2025-03-28,2025-02-01,2025-02-28,DT,2025-03-07,2026-04-06
3301,GR,Transocean,Mykonos,,,PO 18500006835_1,4549,2025-03-03,NFSe,922,2025-03-07,SERVIÇO,Macaé,0,166159.80,4984.79,1661.60,,2492.40,1080.04,3323.20,13542.02,152617.78,7643.35,3123.80,,5483.27,1661.60,4984.79,22896.82,2025-04-06,PAGO,2025-03-03,,2025-03-28,2025-02-01,2025-02-28,DT,2025-03-07,2026-04-06
3301,GR,Transocean,Mykonos,,,PO 18500006835_1,4549,2025-03-03,FAT. LOC.,586,2025-03-07,LOCAÇÃO,Macaé,0,23020.20,,,,,,,,23020.20,1749.54,662.98,,1104.97,379.83,,3897.32,2025-04-06,PAGO,2025-03-03,,2025-03-28,2025-02-01,2025-02-28,DT,2025-03-07,2026-04-06
